grid	laps	year	round	circuit_enc	constructor_enc	driver_enc	result_class
continuous	continuous	continuous	continuous	discrete	discrete	discrete	discrete
1	67	2003	12	9	2	30	Podium
10	67	2003	12	9	0	13	Podium
4	67	2003	12	9	3	14	Podium
8	67	2003	12	9	3	3	Points
7	66	2003	12	9	6	43	Points
9	66	2003	12	9	6	42	Points
6	66	2003	12	9	5	29	Points
17	66	2003	12	9	15	17	Points
13	65	2003	12	9	15	34	Points
15	65	2003	12	9	14	1	Points
11	64	2003	12	9	18	16	DNF
20	62	2003	12	9	17	52	Outside_Points
13	60	2003	12	9	16	20	DNF
19	23	2003	12	9	17	49	DNF
16	6	2003	12	9	18	50	DNF
2	1	2003	12	9	2	22	DNF
14	1	2003	12	9	14	48	DNF
3	0	2003	12	9	5	21	DNF
5	0	2003	12	9	0	7	DNF
18	0	2003	12	9	16	51	DNF
1	70	2003	13	10	3	3	Podium
7	70	2003	13	10	0	7	Podium
4	70	2003	13	10	2	30	Podium
2	70	2003	13	10	2	22	Points
9	70	2003	13	10	0	13	Points
3	70	2003	13	10	18	16	Points
6	69	2003	13	10	3	14	Points
8	69	2003	13	10	5	29	Points
11	69	2003	13	10	14	1	Points
14	69	2003	13	10	15	17	Points
15	68	2003	13	10	6	42	Outside_Points
18	67	2003	13	10	17	49	Outside_Points
20	66	2003	13	10	17	52	Outside_Points
17	47	2003	13	10	14	48	DNF
12	42	2003	13	10	18	50	DNF
19	34	2003	13	10	16	46	DNF
10	33	2003	13	10	6	43	DNF
13	28	2003	13	10	16	20	DNF
5	19	2003	13	10	5	21	DNF
16	14	2003	13	10	15	34	DNF
1	53	2003	14	13	5	29	Podium
2	53	2003	14	13	2	30	Podium
3	53	2003	14	13	5	21	Podium
4	53	2003	14	13	0	7	Points
5	53	2003	14	13	2	47	Points
10	52	2003	14	13	15	34	Points
11	52	2003	14	13	18	16	Points
20	52	2003	14	13	3	3	Points
16	52	2003	14	13	14	1	Points
13	52	2003	14	13	16	20	Points
18	51	2003	14	13	16	46	Outside_Points
19	51	2003	14	13	17	52	Outside_Points
14	50	2003	14	13	14	48	Outside_Points
8	45	2003	14	13	0	13	DNF
9	35	2003	14	13	6	43	DNF
17	27	2003	14	13	17	49	DNF
7	24	2003	14	13	15	17	DNF
12	3	2003	14	13	6	42	DNF
15	2	2003	14	13	18	50	DNF
6	0	2003	14	13	3	14	DNF
7	73	2003	15	18	5	29	Podium
1	73	2003	15	18	0	7	Podium
15	73	2003	15	18	14	48	Podium
10	73	2003	15	18	3	14	Points
13	73	2003	15	18	14	1	Points
4	72	2003	15	18	2	30	Points
17	72	2003	15	18	16	20	Points
16	71	2003	15	18	18	50	Points
9	71	2003	15	18	6	42	Points
19	69	2003	15	18	17	49	Points
20	69	2003	15	18	17	52	Outside_Points
12	63	2003	15	18	15	34	DNF
18	48	2003	15	18	16	51	DNF
8	45	2003	15	18	0	13	DNF
6	44	2003	15	18	3	3	DNF
11	41	2003	15	18	15	17	DNF
3	27	2003	15	18	6	43	DNF
14	21	2003	15	18	18	16	DNF
5	21	2003	15	18	2	22	DNF
2	2	2003	15	18	5	21	DNF
1	53	2003	16	21	5	21	Podium
8	53	2003	16	21	0	7	Podium
7	53	2003	16	21	0	13	Podium
9	53	2003	16	21	15	17	Points
20	53	2003	16	21	3	14	Points
13	53	2003	16	21	15	10	Points
3	53	2003	16	21	6	42	Points
14	53	2003	16	21	5	29	Points
11	53	2003	16	21	14	1	Points
4	53	2003	16	21	6	43	Points
6	53	2003	16	21	18	16	Outside_Points
19	52	2003	16	21	2	22	Outside_Points
10	52	2003	16	21	18	50	Outside_Points
15	51	2003	16	21	16	51	Outside_Points
17	51	2003	16	21	17	49	Outside_Points
18	50	2003	16	21	17	52	Outside_Points
16	33	2003	16	21	16	20	DNF
5	17	2003	16	21	3	3	DNF
12	9	2003	16	21	14	48	DNF
2	9	2003	16	21	2	30	DNF
2	58	2002	1	0	5	29	Podium
6	58	2002	1	0	2	30	Podium
5	58	2002	1	0	0	7	Podium
19	57	2002	1	0	18	55	Points
18	56	2002	1	0	17	16	Points
14	56	2002	1	0	6	62	Points
21	55	2002	1	0	17	61	Points
20	53	2002	1	0	18	36	Points
4	33	2002	1	0	0	13	DNF
13	27	2002	1	0	15	34	DNF
15	16	2002	1	0	20	48	DNF
17	15	2002	1	0	20	58	DNF
22	12	2002	1	0	16	10	DNF
7	8	2002	1	0	3	14	DNF
1	0	2002	1	0	5	21	DNF
3	0	2002	1	0	2	22	DNF
8	0	2002	1	0	16	20	DNF
9	0	2002	1	0	14	12	DNF
10	0	2002	1	0	14	1	DNF
11	0	2002	1	0	3	17	DNF
12	0	2002	1	0	15	43	DNF
16	0	2002	1	0	6	65	DNF
4	56	2002	2	1	2	22	Podium
2	56	2002	2	1	2	30	Podium
1	56	2002	2	1	5	29	Podium
8	56	2002	2	1	3	17	Points
7	55	2002	2	1	14	1	Points
14	55	2002	2	1	14	12	Points
19	55	2002	2	1	6	65	Points
13	55	2002	2	1	15	34	Points
15	54	2002	2	1	16	10	Points
17	54	2002	2	1	18	36	Points
11	54	2002	2	1	20	48	Outside_Points
10	53	2002	2	1	6	62	Outside_Points
9	53	2002	2	1	16	20	Outside_Points
3	39	2002	2	1	5	21	DNF
21	34	2002	2	1	17	16	DNF
20	30	2002	2	1	18	55	DNF
22	29	2002	2	1	17	61	DNF
5	24	2002	2	1	0	7	DNF
16	20	2002	2	1	20	58	DNF
6	15	2002	2	1	0	13	DNF
18	9	2002	2	1	15	43	DNF
12	9	2002	2	1	3	14	DNF
2	71	2002	3	17	5	29	Podium
3	71	2002	3	17	2	22	Podium
4	71	2002	3	17	0	13	Podium
7	71	2002	3	17	3	17	Points
1	71	2002	3	17	2	30	Points
10	70	2002	3	17	6	62	Points
13	70	2002	3	17	18	55	Points
11	70	2002	3	17	18	36	Points
19	69	2002	3	17	16	10	Points
15	68	2002	3	17	15	34	DNF
20	68	2002	3	17	17	16	Outside_Points
5	67	2002	3	17	0	7	DNF
22	67	2002	3	17	17	61	Outside_Points
9	61	2002	3	17	14	1	DNF
6	60	2002	3	17	3	14	DNF
12	41	2002	3	17	14	12	DNF
16	40	2002	3	17	6	65	DNF
17	25	2002	3	17	15	43	DNF
18	25	2002	3	17	20	48	DNF
21	19	2002	3	17	20	58	DNF
8	16	2002	3	17	5	21	DNF
14	6	2002	3	17	16	20	DNF
1	62	2002	4	20	5	29	Podium
2	62	2002	4	20	5	21	Podium
3	62	2002	4	20	2	22	Podium
4	62	2002	4	20	2	30	Points
9	62	2002	4	20	3	17	Points
6	61	2002	4	20	0	13	Points
10	61	2002	4	20	15	34	Points
11	61	2002	4	20	14	12	Points
8	61	2002	4	20	3	14	Points
7	61	2002	4	20	14	1	Points
19	60	2002	4	20	17	16	Outside_Points
20	50	2002	4	20	20	58	DNF
18	45	2002	4	20	18	55	DNF
5	44	2002	4	20	0	7	DNF
12	44	2002	4	20	15	43	DNF
22	30	2002	4	20	18	36	DNF
16	26	2002	4	20	6	62	DNF
13	25	2002	4	20	20	48	DNF
15	19	2002	4	20	16	20	DNF
14	5	2002	4	20	16	10	DNF
17	0	2002	4	20	6	65	DNF
1	65	2002	5	3	5	29	Podium
4	65	2002	5	3	2	30	Podium
7	65	2002	5	3	0	13	Podium
8	65	2002	5	3	14	1	Points
11	65	2002	5	3	14	12	Points
10	65	2002	5	3	20	48	Points
15	64	2002	5	3	15	34	Points
19	64	2002	5	3	6	65	Points
17	64	2002	5	3	6	62	Points
9	63	2002	5	3	3	14	DNF
3	63	2002	5	3	2	22	DNF
6	60	2002	5	3	3	17	DNF
13	43	2002	5	3	15	43	DNF
22	41	2002	5	3	18	55	DNF
14	40	2002	5	3	20	58	DNF
18	10	2002	5	3	16	10	DNF
12	5	2002	5	3	16	20	DNF
5	4	2002	5	3	0	7	DNF
16	2	2002	5	3	18	36	DNF
2	0	2002	5	3	5	21	DNF
20	0	2002	5	3	17	16	DNF
21	0	2002	5	3	17	61	DNF
3	71	2002	6	34	5	29	Podium
1	71	2002	6	34	5	21	Podium
4	71	2002	6	34	2	30	Podium
2	71	2002	6	34	2	22	Points
15	71	2002	6	34	16	20	Points
8	71	2002	6	34	0	13	Points
13	71	2002	6	34	3	17	Points
10	71	2002	6	34	6	62	Points
14	71	2002	6	34	6	65	Points
17	70	2002	6	34	15	34	Points
11	69	2002	6	34	20	48	Outside_Points
21	69	2002	6	34	17	16	Outside_Points
16	44	2002	6	34	3	14	DNF
22	42	2002	6	34	17	61	DNF
20	38	2002	6	34	18	55	DNF
5	27	2002	6	34	14	1	DNF
18	26	2002	6	34	16	10	DNF
9	22	2002	6	34	15	43	DNF
7	7	2002	6	34	14	12	DNF
6	5	2002	6	34	0	7	DNF
12	2	2002	6	34	20	58	DNF
19	0	2002	6	34	18	36	DNF
2	78	2002	7	5	0	13	Podium
3	78	2002	7	5	5	29	Podium
4	78	2002	7	5	2	22	Podium
7	77	2002	7	5	3	14	Points
11	77	2002	7	5	16	20	Points
12	77	2002	7	5	20	48	Points
5	77	2002	7	5	5	21	Points
15	76	2002	7	5	14	1	Points
19	76	2002	7	5	18	55	Points
17	76	2002	7	5	18	36	Points
20	76	2002	7	5	17	16	Outside_Points
21	76	2002	7	5	20	58	Outside_Points
9	69	2002	7	5	6	62	DNF
13	63	2002	7	5	14	12	DNF
18	51	2002	7	5	15	43	DNF
8	51	2002	7	5	3	17	DNF
1	46	2002	7	5	2	30	DNF
14	44	2002	7	5	15	34	DNF
6	41	2002	7	5	0	7	DNF
22	29	2002	7	5	17	61	DNF
16	22	2002	7	5	16	10	DNF
10	15	2002	7	5	6	65	DNF
2	70	2002	8	6	5	29	Podium
8	70	2002	8	6	0	13	Podium
3	70	2002	8	6	5	21	Podium
5	70	2002	8	6	0	7	Points
6	70	2002	8	6	16	20	Points
10	70	2002	8	6	3	14	Points
4	70	2002	8	6	2	22	DNF
11	69	2002	8	6	15	43	Points
12	69	2002	8	6	14	12	Points
15	69	2002	8	6	16	10	Points
21	69	2002	8	6	17	16	Outside_Points
7	69	2002	8	6	14	1	Outside_Points
19	69	2002	8	6	20	48	Outside_Points
22	68	2002	8	6	17	61	Outside_Points
13	65	2002	8	6	3	17	DNF
1	56	2002	8	6	2	30	DNF
20	45	2002	8	6	6	65	DNF
14	41	2002	8	6	18	55	DNF
18	41	2002	8	6	6	62	DNF
16	29	2002	8	6	18	36	DNF
17	16	2002	8	6	20	58	DNF
9	8	2002	8	6	15	34	DNF
4	60	2002	9	19	5	21	Podium
3	60	2002	9	19	5	29	Podium
6	60	2002	9	19	0	7	Podium
2	60	2002	9	19	2	22	Points
8	60	2002	9	19	3	17	Points
11	59	2002	9	19	14	12	Points
9	59	2002	9	19	14	1	Points
7	59	2002	9	19	3	14	Points
12	59	2002	9	19	15	43	Points
16	59	2002	9	19	18	36	Points
21	59	2002	9	19	20	58	Outside_Points
19	59	2002	9	19	15	34	Outside_Points
15	59	2002	9	19	20	48	Outside_Points
13	59	2002	9	19	6	65	Outside_Points
20	58	2002	9	19	17	16	Outside_Points
14	58	2002	9	19	16	10	Outside_Points
10	51	2002	9	19	6	62	DNF
22	48	2002	9	19	17	61	DNF
17	41	2002	9	19	18	55	DNF
1	27	2002	9	19	2	30	DNF
5	27	2002	9	19	0	13	DNF
18	26	2002	9	19	16	20	DNF
3	60	2002	10	8	5	29	Podium
2	60	2002	10	8	5	21	Podium
1	60	2002	10	8	2	30	Podium
9	59	2002	10	8	15	34	Points
13	59	2002	10	8	15	43	Points
10	59	2002	10	8	14	1	Points
17	59	2002	10	8	16	20	Points
4	59	2002	10	8	2	22	Points
11	59	2002	10	8	14	12	Points
6	58	2002	10	8	0	13	Points
21	58	2002	10	8	18	36	Outside_Points
12	54	2002	10	8	3	17	DNF
14	50	2002	10	8	16	10	DNF
5	44	2002	10	8	0	7	DNF
7	29	2002	10	8	3	14	DNF
18	28	2002	10	8	20	58	DNF
19	23	2002	10	8	18	55	DNF
16	20	2002	10	8	20	48	DNF
8	15	2002	10	8	6	62	DNF
20	9	2002	10	8	17	16	DNF
15	0	2002	10	8	6	65	DNF
2	72	2002	11	7	5	29	Podium
4	72	2002	11	7	0	7	Podium
6	72	2002	11	7	0	13	Podium
1	72	2002	11	7	2	30	Points
5	72	2002	11	7	2	22	Points
7	71	2002	11	7	3	17	Points
10	71	2002	11	7	14	1	Points
18	71	2002	11	7	17	16	Points
15	70	2002	11	7	18	36	Points
19	68	2002	11	7	17	61	Points
17	65	2002	11	7	6	65	DNF
9	52	2002	11	7	18	55	DNF
8	49	2002	11	7	3	14	DNF
12	48	2002	11	7	14	12	DNF
16	48	2002	11	7	6	62	DNF
13	35	2002	11	7	15	34	DNF
11	29	2002	11	7	15	43	DNF
14	23	2002	11	7	16	10	DNF
3	0	2002	11	7	5	21	DNF
1	67	2002	12	9	5	29	Podium
4	67	2002	12	9	2	30	Podium
2	67	2002	12	9	2	22	Podium
3	67	2002	12	9	5	21	Points
9	66	2002	12	9	0	13	Points
10	66	2002	12	9	14	1	Points
14	66	2002	12	9	14	12	Points
12	66	2002	12	9	16	10	Points
19	66	2002	12	9	6	62	Points
6	59	2002	12	9	16	20	DNF
5	59	2002	12	9	0	7	DNF
16	57	2002	12	9	18	55	DNF
18	48	2002	12	9	20	58	DNF
7	39	2002	12	9	15	43	DNF
8	36	2002	12	9	3	14	DNF
11	27	2002	12	9	15	34	DNF
13	24	2002	12	9	3	17	DNF
17	23	2002	12	9	6	65	DNF
21	23	2002	12	9	17	16	DNF
15	18	2002	12	9	20	48	DNF
20	0	2002	12	9	18	36	DNF
1	77	2002	13	10	5	21	Podium
2	77	2002	13	10	5	29	Podium
3	77	2002	13	10	2	22	Podium
11	77	2002	13	10	0	7	Points
10	77	2002	13	10	0	13	Points
5	77	2002	13	10	16	20	Points
7	77	2002	13	10	14	12	Points
6	76	2002	13	10	3	14	Points
8	76	2002	13	10	14	1	Points
14	76	2002	13	10	16	10	Points
4	76	2002	13	10	2	30	Outside_Points
12	76	2002	13	10	15	43	Outside_Points
15	75	2002	13	10	18	36	Outside_Points
18	75	2002	13	10	6	65	Outside_Points
17	75	2002	13	10	6	62	Outside_Points
19	75	2002	13	10	17	16	Outside_Points
20	58	2002	13	10	17	18	DNF
9	30	2002	13	10	3	17	DNF
16	23	2002	13	10	18	55	DNF
13	20	2002	13	10	15	34	DNF
1	44	2002	14	12	5	29	Podium
3	44	2002	14	12	5	21	Podium
5	44	2002	14	12	2	30	Podium
6	44	2002	14	12	0	13	Points
4	44	2002	14	12	2	22	Points
8	44	2002	14	12	18	55	Points
9	44	2002	14	12	6	62	Points
12	44	2002	14	12	15	34	Points
13	43	2002	14	12	6	65	Points
18	43	2002	14	12	14	1	Points
16	43	2002	14	12	16	10	Outside_Points
15	39	2002	14	12	15	43	DNF
14	38	2002	14	12	16	20	DNF
11	37	2002	14	12	18	36	DNF
17	37	2002	14	12	14	12	DNF
2	35	2002	14	12	0	7	DNF
7	35	2002	14	12	3	14	DNF
20	17	2002	14	12	17	18	DNF
10	10	2002	14	12	3	17	DNF
19	4	2002	14	12	17	16	DNF
4	53	2002	15	13	5	21	Podium
2	53	2002	15	13	5	29	Podium
5	53	2002	15	13	18	55	Podium
11	53	2002	15	13	3	14	Points
17	53	2002	15	13	3	17	Points
16	53	2002	15	13	15	43	Points
7	53	2002	15	13	0	13	Points
12	53	2002	15	13	16	20	Points
9	53	2002	15	13	15	34	Points
15	53	2002	15	13	14	1	Points
10	52	2002	15	13	6	62	Outside_Points
18	52	2002	15	13	16	10	Outside_Points
20	47	2002	15	13	17	61	Outside_Points
1	33	2002	15	13	2	30	DNF
6	29	2002	15	13	0	7	DNF
19	20	2002	15	13	17	16	DNF
14	16	2002	15	13	14	12	DNF
8	15	2002	15	13	18	36	DNF
13	12	2002	15	13	6	65	DNF
3	4	2002	15	13	2	22	DNF
2	73	2002	16	18	5	21	Podium
1	73	2002	16	18	5	29	Podium
3	73	2002	16	18	0	13	Podium
4	73	2002	16	18	2	30	Points
8	73	2002	16	18	3	14	Points
7	73	2002	16	18	15	34	Points
9	72	2002	16	18	16	20	Points
14	72	2002	16	18	3	17	Points
10	72	2002	16	18	14	1	Points
13	72	2002	16	18	18	55	Points
15	72	2002	16	18	16	10	Outside_Points
12	72	2002	16	18	15	43	Outside_Points
11	71	2002	16	18	14	48	Outside_Points
19	71	2002	16	18	6	62	Outside_Points
16	71	2002	16	18	6	65	Outside_Points
5	71	2002	16	18	2	22	Outside_Points
6	50	2002	16	18	0	7	DNF
20	46	2002	16	18	17	61	DNF
18	38	2002	16	18	17	16	DNF
17	27	2002	16	18	18	36	DNF
1	53	2002	17	21	5	29	Podium
2	53	2002	17	21	5	21	Podium
4	53	2002	17	21	0	7	Podium
6	53	2002	17	21	2	30	Points
7	53	2002	17	21	16	10	Points
10	52	2002	17	21	3	17	Points
12	52	2002	17	21	14	1	Points
13	52	2002	17	21	6	62	Points
14	52	2002	17	21	18	55	Points
19	51	2002	17	21	17	16	Points
5	48	2002	17	21	2	22	DNF
17	39	2002	17	21	18	36	DNF
8	37	2002	17	21	16	20	DNF
11	32	2002	17	21	3	14	DNF
9	27	2002	17	21	15	34	DNF
20	14	2002	17	21	17	61	DNF
16	8	2002	17	21	15	43	DNF
3	7	2002	17	21	0	13	DNF
15	3	2002	17	21	14	12	DNF
18	0	2002	17	21	6	65	DNF
1	58	2001	1	0	5	29	Podium
6	58	2001	1	0	0	13	Podium
2	58	2001	1	0	5	21	Podium
10	58	2001	1	0	14	1	Points
4	58	2001	1	0	16	48	Points
13	58	2001	1	0	14	7	Points
9	58	2001	1	0	15	43	Points
21	57	2001	1	0	18	53	Points
14	57	2001	1	0	19	54	Points
15	57	2001	1	0	20	49	Points
12	57	2001	1	0	18	55	Outside_Points
19	56	2001	1	0	17	3	Outside_Points
17	55	2001	1	0	21	20	Outside_Points
16	52	2001	1	0	21	17	DNF
11	40	2001	1	0	2	30	DNF
7	38	2001	1	0	16	14	DNF
3	25	2001	1	0	0	56	DNF
5	4	2001	1	0	2	22	DNF
8	4	2001	1	0	15	34	DNF
22	3	2001	1	0	17	57	DNF
18	2	2001	1	0	20	58	DNF
20	0	2001	1	0	19	59	DNF
1	55	2001	2	1	5	29	Podium
2	55	2001	2	1	5	21	Podium
8	55	2001	2	1	0	13	Podium
9	55	2001	2	1	16	48	Points
3	55	2001	2	1	2	22	Points
4	55	2001	2	1	0	56	Points
18	55	2001	2	1	20	49	Points
5	54	2001	2	1	16	14	Points
13	54	2001	2	1	19	54	Points
15	54	2001	2	1	18	53	Points
17	53	2001	2	1	21	17	Outside_Points
19	53	2001	2	1	19	59	Outside_Points
21	52	2001	2	1	17	3	Outside_Points
20	51	2001	2	1	17	57	Outside_Points
16	31	2001	2	1	21	20	DNF
7	3	2001	2	1	15	34	DNF
11	3	2001	2	1	14	1	DNF
22	3	2001	2	1	20	58	DNF
6	3	2001	2	1	2	30	DNF
12	3	2001	2	1	18	55	DNF
10	1	2001	2	1	15	43	DNF
14	0	2001	2	1	14	7	DNF
5	71	2001	3	17	0	13	Podium
1	71	2001	3	17	5	29	Podium
9	70	2001	3	17	14	1	Podium
11	70	2001	3	17	15	43	Points
7	70	2001	3	17	16	14	Points
18	70	2001	3	17	21	20	Points
12	70	2001	3	17	15	34	Points
15	70	2001	3	17	19	54	Points
22	68	2001	3	17	17	57	Points
20	64	2001	3	17	21	17	Points
8	63	2001	3	17	16	48	DNF
10	55	2001	3	17	14	7	DNF
2	54	2001	3	17	2	22	DNF
21	54	2001	3	17	19	59	DNF
13	52	2001	3	17	18	55	DNF
4	38	2001	3	17	2	30	DNF
17	37	2001	3	17	20	49	DNF
14	30	2001	3	17	18	53	DNF
19	25	2001	3	17	17	3	DNF
16	15	2001	3	17	20	58	DNF
6	2	2001	3	17	5	21	DNF
3	0	2001	3	17	0	56	DNF
3	62	2001	4	20	2	22	Podium
1	62	2001	4	20	0	13	Podium
6	62	2001	4	20	5	21	Podium
2	62	2001	4	20	0	56	Points
5	62	2001	4	20	16	14	Points
9	61	2001	4	20	16	48	Points
12	61	2001	4	20	14	1	Points
8	61	2001	4	20	15	43	Points
14	61	2001	4	20	19	54	Points
16	60	2001	4	20	20	58	Points
15	60	2001	4	20	18	53	Outside_Points
21	60	2001	4	20	21	17	Outside_Points
22	50	2001	4	20	17	57	DNF
7	48	2001	4	20	2	30	DNF
13	42	2001	4	20	18	55	DNF
19	31	2001	4	20	21	20	DNF
11	30	2001	4	20	15	34	DNF
20	28	2001	4	20	19	59	DNF
4	24	2001	4	20	5	29	DNF
10	17	2001	4	20	14	7	DNF
17	6	2001	4	20	20	49	DNF
18	5	2001	4	20	17	3	DNF
1	65	2001	5	3	5	29	Podium
12	65	2001	5	3	2	30	Podium
7	65	2001	5	3	15	34	Podium
6	65	2001	5	3	16	14	Points
3	65	2001	5	3	0	13	Points
10	65	2001	5	3	14	1	Points
11	65	2001	5	3	15	43	Points
9	65	2001	5	3	14	7	Points
2	64	2001	5	3	0	56	DNF
15	64	2001	5	3	19	54	Points
14	64	2001	5	3	19	53	Outside_Points
17	63	2001	5	3	20	49	Outside_Points
18	63	2001	5	3	17	3	Outside_Points
19	63	2001	5	3	21	20	Outside_Points
21	62	2001	5	3	21	17	Outside_Points
22	62	2001	5	3	17	57	Outside_Points
4	49	2001	5	3	5	21	DNF
13	48	2001	5	3	18	55	DNF
5	20	2001	5	3	2	22	DNF
16	8	2001	5	3	20	58	DNF
20	5	2001	5	3	18	36	DNF
8	5	2001	5	3	16	48	DNF
7	71	2001	6	34	0	13	Podium
1	71	2001	6	34	5	29	Podium
4	71	2001	6	34	5	21	Podium
9	71	2001	6	34	14	7	Points
10	71	2001	6	34	15	43	Points
16	70	2001	6	34	20	49	Points
13	70	2001	6	34	18	55	Points
12	70	2001	6	34	15	34	Points
6	69	2001	6	34	14	1	Points
20	69	2001	6	34	19	54	Points
17	69	2001	6	34	19	53	Outside_Points
21	60	2001	6	34	21	17	DNF
14	48	2001	6	34	18	36	DNF
2	41	2001	6	34	2	30	DNF
18	38	2001	6	34	17	3	DNF
22	25	2001	6	34	17	57	DNF
15	17	2001	6	34	20	58	DNF
5	14	2001	6	34	16	14	DNF
3	10	2001	6	34	2	22	DNF
19	3	2001	6	34	21	20	DNF
8	1	2001	6	34	0	56	DNF
11	0	2001	6	34	16	48	DNF
2	78	2001	7	5	5	29	Podium
4	78	2001	7	5	5	21	Podium
6	78	2001	7	5	18	55	Podium
9	78	2001	7	5	15	34	Points
1	77	2001	7	5	0	13	Points
11	77	2001	7	5	19	54	Points
17	77	2001	7	5	21	17	Points
19	77	2001	7	5	20	49	Points
20	76	2001	7	5	20	58	Points
15	73	2001	7	5	14	7	Points
5	57	2001	7	5	2	22	DNF
22	56	2001	7	5	17	57	DNF
18	54	2001	7	5	17	3	DNF
13	49	2001	7	5	16	48	DNF
10	43	2001	7	5	21	20	DNF
8	30	2001	7	5	16	14	DNF
21	24	2001	7	5	19	53	DNF
14	18	2001	7	5	18	36	DNF
3	15	2001	7	5	0	56	DNF
12	13	2001	7	5	15	43	DNF
7	2	2001	7	5	2	30	DNF
16	0	2001	7	5	14	1	DNF
2	69	2001	8	6	2	22	Podium
1	69	2001	8	6	5	29	Podium
8	69	2001	8	6	0	56	Podium
7	69	2001	8	6	14	7	Points
16	69	2001	8	6	19	54	Points
14	68	2001	8	6	18	36	Points
12	68	2001	8	6	16	40	Points
19	68	2001	8	6	19	53	Points
21	66	2001	8	6	17	57	Points
13	65	2001	8	6	20	49	DNF
4	63	2001	8	6	16	14	DNF
3	54	2001	8	6	0	13	DNF
6	38	2001	8	6	15	43	DNF
9	34	2001	8	6	15	34	DNF
17	24	2001	8	6	20	58	DNF
10	19	2001	8	6	2	30	DNF
5	19	2001	8	6	5	21	DNF
20	17	2001	8	6	21	17	DNF
22	7	2001	8	6	17	3	DNF
11	1	2001	8	6	14	1	DNF
15	1	2001	8	6	18	55	DNF
18	0	2001	8	6	21	20	DNF
1	67	2001	9	19	5	29	Podium
3	67	2001	9	19	2	30	Podium
5	67	2001	9	19	0	13	Podium
2	67	2001	9	19	2	22	Points
4	67	2001	9	19	5	21	Points
6	67	2001	9	19	0	56	Points
12	67	2001	9	19	18	55	Points
16	66	2001	9	19	18	36	Points
11	66	2001	9	19	15	34	Points
9	66	2001	9	19	14	7	Points
15	66	2001	9	19	21	20	Outside_Points
17	65	2001	9	19	19	53	Outside_Points
20	65	2001	9	19	21	17	Outside_Points
21	65	2001	9	19	17	3	Outside_Points
14	64	2001	9	19	19	54	DNF
19	58	2001	9	19	20	49	DNF
10	54	2001	9	19	14	1	DNF
8	48	2001	9	19	16	48	DNF
7	44	2001	9	19	16	14	DNF
18	29	2001	9	19	20	58	DNF
13	23	2001	9	19	15	43	DNF
22	7	2001	9	19	17	57	DNF
2	72	2001	10	7	5	29	Podium
1	72	2001	10	7	2	22	Podium
8	72	2001	10	7	5	21	Podium
3	72	2001	10	7	0	13	Points
5	72	2001	10	7	16	14	Points
9	71	2001	10	7	14	1	Points
13	71	2001	10	7	14	7	Points
7	71	2001	10	7	16	48	Points
11	71	2001	10	7	15	43	Points
15	71	2001	10	7	19	53	Points
16	71	2001	10	7	21	20	Outside_Points
19	70	2001	10	7	19	54	Outside_Points
18	70	2001	10	7	20	49	Outside_Points
14	70	2001	10	7	18	36	Outside_Points
22	69	2001	10	7	17	57	Outside_Points
17	68	2001	10	7	21	17	DNF
21	65	2001	10	7	17	3	DNF
12	54	2001	10	7	18	55	DNF
6	52	2001	10	7	2	30	DNF
20	17	2001	10	7	20	58	DNF
10	5	2001	10	7	15	34	DNF
4	0	2001	10	7	0	56	DNF
2	60	2001	11	8	0	56	Podium
1	60	2001	11	8	5	29	Podium
6	60	2001	11	8	5	21	Podium
8	60	2001	11	8	2	30	Points
7	59	2001	11	8	14	7	Points
9	59	2001	11	8	14	1	Points
5	59	2001	11	8	16	48	Points
12	59	2001	11	8	15	34	Points
15	59	2001	11	8	18	55	Points
17	58	2001	11	8	20	49	Points
14	58	2001	11	8	19	54	Outside_Points
13	58	2001	11	8	18	36	Outside_Points
19	58	2001	11	8	21	20	Outside_Points
20	58	2001	11	8	20	58	Outside_Points
18	58	2001	11	8	21	17	Outside_Points
21	57	2001	11	8	17	3	Outside_Points
10	36	2001	11	8	2	22	DNF
16	6	2001	11	8	19	53	DNF
3	2	2001	11	8	0	13	DNF
4	0	2001	11	8	16	14	DNF
11	0	2001	11	8	15	43	DNF
2	45	2001	12	9	2	22	Podium
6	45	2001	12	9	5	21	Podium
12	45	2001	12	9	15	34	Podium
17	45	2001	12	9	21	20	Points
18	45	2001	12	9	21	17	Points
14	45	2001	12	9	19	54	Points
13	45	2001	12	9	15	43	Points
19	44	2001	12	9	20	58	Points
20	44	2001	12	9	20	49	Points
21	44	2001	12	9	17	3	Points
10	34	2001	12	9	16	14	DNF
5	27	2001	12	9	0	13	DNF
22	26	2001	12	9	17	57	DNF
1	24	2001	12	9	2	30	DNF
4	23	2001	12	9	5	29	DNF
16	23	2001	12	9	19	53	DNF
8	16	2001	12	9	14	7	DNF
11	16	2001	12	9	18	55	DNF
3	13	2001	12	9	0	56	DNF
15	7	2001	12	9	16	40	DNF
7	0	2001	12	9	14	1	DNF
9	0	2001	12	9	18	36	DNF
1	77	2001	13	10	5	29	Podium
3	77	2001	13	10	5	21	Podium
2	77	2001	13	10	0	13	Podium
4	77	2001	13	10	2	22	Points
6	77	2001	13	10	0	56	Points
7	76	2001	13	10	14	1	Points
9	76	2001	13	10	14	7	Points
8	76	2001	13	10	2	30	Points
10	75	2001	13	10	15	34	Points
12	75	2001	13	10	16	54	Points
13	75	2001	13	10	18	36	Outside_Points
